terrai_codigo;terrai_nome;municipio_nome;uf_sigla;superficie_perimetro_ha;fase_ti;modalidade_ti;data_em_estudo;tit_em_estudo;data_delimitada;tit_delimitada;data_declarada;tit_declarada;data_homologada;tit_homologada;data_regularizada;tit_regularizada
7001;Buriti;Dois Irmãos do Buriti, Sidrolandia;MS;2090,1691;Regularizada;Tradicionalmente ocupada;1999-07-09;Portaria nº 553, de 9 de julho de 1999;;;;;1991-10-29;Decreto nº 301, de 29 de outubro de 1991;1992-10-07;Matr. 9.258  Lv. 2  Fl. 01
7002;Buriti;Dois Irmãos do Buriti, Sidrolandia;MS;17200;Declarada;Tradicionalmente ocupada;2000-11-13;Portaria nº 1.155, de 14 de novembro de 2000;2001-08-02;Despacho nº 75, de 02 de agosto de 2001;2010-09-27;Portaria nº 3079, de 27 de setembro de 2010;;;;
7101;Buritizinho;Sidrolândia                             ;MS;9,7428;Regularizada;Tradicionalmente ocupada;1999-06-07;Portaria nº 384, de 07 de Junho de 1999;;;;;1996-05-23;Decreto de 23 de maio de 1996;1996-06-10;Matr. 1.800  Lv. 2-RG  Fl. 01
7201;Caarapó;Caarapó                                 ;MS;3594,4154;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº 250, de 20 de outubro de 1991;1991-12-17;Matr. 6.594  Lv. -  Fl. 001-002V
7301;Cabeceira do Rio Acre;Assis Brasil, Sena Madureira;AC;78512,5834;Regularizada;Tradicionalmente ocupada;1991-10-25;Portaria nº 1191, de 25 de Outubro de 1991;1992-09-16;Despacho nº 16, de 16 de Setembro de 1992;;;1998-04-14;Decreto de 14 de abril de 1998;1998-06-05;Matr. 2.464  Lv. 2-E  Fl. 429
7401;Cacau do Tarauaca;Envira                                  ;AM;28367,2948;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº 272, de 29 de outubro de 1991;1992-10-22;Matr. R-1-171  Lv. 2-A  Fl. 171 e verso
7501;Cachoeira dos Inácios;Imaruí                                  ;SC;80;Regularizada;Reserva Indígena;;;;;;;;;;
7601;Cachoeira Seca;Altamira, Placas, Uruará                                ;PA;733688,2507;Declarada;Tradicionalmente ocupada;2004-11-18;Portaria nº 1442, de 18 de novembro de 2004;2007-02-27;Despacho n° 13, de 27 de fevereiro de 2007;2008-06-30;Portaria n° 1235, de 30 de junho de 2008;;;;
7701;Cachoeirinha;Miranda                                 ;MS;2658,1634;Regularizada;Tradicionalmente ocupada;;;;;;;;;;
7702;Cachoeirinha;Miranda                                 ;MS;36288;Declarada;Tradicionalmente ocupada;2000-11-13;Portaria nº 1.155, de 14 de novembro de 2000;2003-06-09;Despacho nº 54, de 09 de junho de 2003;2007-04-19;Portaria n° 791, de 19 de abril de 2007;;;;
7801;Cacique Doble;Cacique Doble, São Jose do Ouro;RS;4426,2833;Regularizada;Tradicionalmente ocupada;;;;;;;1991-03-27;Decreto de 27 de março de 1991;1991-06-05;Matr. 875  Lv. 2-RG  Fl. 01/02
7802;Cacique Doble;Cacique Doble, São Jose do Ouro;RS;0;Em Estudo;Tradicionalmente ocupada;2009-03-12;Portaria nº 231, de 12 de março de 2009;;;;;;;;
58701;Cacique Fontoura;São Félix do Araguaia, Luciara           ;MT;32304,7226;Declarada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;2002-11-13;Despacho nº 182, de 13 de novembro de 2002;2007-08-14;Portaria n° 1389, de 14 de agosto de 2007;;;;
55801;Caiapucá;Boca do Acre                            ;AM;0;Em Estudo;Tradicionalmente ocupada;;;;;;;;;;
7901;Caiçara/Ilha de São Pedro;Porto da Folha                          ;SE;4316,7768;Regularizada;Tradicionalmente ocupada;;;;;1991-11-25;PD 601 de 25/11/91;1991-12-24;Decreto nº 401, de 24 de dezembro de 1991;1992-08-31;Matr. 1-4.685  Lv. 2-U  Fl. 14
59301;Caieiras Velha II;Aracruz                                 ;ES;57,3935;Regularizada;Tradicionalmente ocupada;2000-11-13;Portaria nº 1156, de 13 de novembro de 2000;2001-07-03;Despacho nº 64, de 03 de julho de 2001;2002-12-30;Portaria nº 3007, de 30 de dezembro de 2002;2004-04-19;Decreto de 19 de abril de 2004;2004-06-09;Matr. 13.384, Lv. 2-AT, Fl. 184
8101;Caititu;Lábrea                                  ;AM;308062,6156;Regularizada;Tradicionalmente ocupada;1985-06-19;Portaria nº 1887/E, de 19 de junho de 1985;;;;;1991-10-29;Decreto nº 282, de 29 de outubro de 1991;1989-03-31;Matr. 1.503  Lv. 2-F  Fl. 192/195
8201;Cajueiro;Amajari                                 ;RR;4303,8482;Regularizada;Tradicionalmente ocupada;;;;;;;1982-02-17;Decreto nº 86932, de 17 de fevereiro de 1982;1988-11-22;Matr. 9.345  Lv. 2/RG  Fl. 01
8301;Cajuhiri Atravessado;Coari                                   ;AM;12500;Declarada;Tradicionalmente ocupada;2000-05-29;Portaria  nº 420, de 29 de maio de 2000;2001-10-22;Despacho nº 98, de 22 de outubro de 2001;2008-08-15;Portaria n° 1487, de 15 de agosto de 2008;2015-12-17;Decreto de 17 de dezembro de 2015;;
8401;Camadeni;Pauini                                  ;AM;150930,5549;Regularizada;Tradicionalmente ocupada;;;;;1992-05-28;Portaria Declaratória nº 250, de 28 de maio de 1992;1997-11-03;Decreto de 3 de novembro de 1997;1999-05-17;Matr. 280  Lv. 2-A  Fl. 89
73401;Cambirela;Palhoça                                 ;SC;0;Em Estudo;Tradicionalmente ocupada;2011-11-16;Portaria nº 1571, de 16 de novembro de 2011;;;;;;;;
8501;Camicua;Boca do Acre                            ;AM;58519,5999;Regularizada;Tradicionalmente ocupada;;;;;;;1991-12-24;Decreto de nº 381, 24 de dezembro de 1991;1992-01-22;Matr. 1.766  Lv. 2-G  Fl. 87/88
8601;Campinas/Katukina;Cruzeiro do Sul                         ;AC;32623,6443;Regularizada;Tradicionalmente ocupada;1977-03-23;Portaria nº 158 de 23 de março de 1977;;;;;1993-08-12;Decreto de 12 de agosto de 1993;1995-07-25;Matr. 76  Lv. 2-A  Fl. 76
72301;Campo Bonito;Torres                                  ;RS;94,83;Regularizada;Reserva Indígena;;;;;;;;;;
8701;Cana Brava/Guajajara;Grajaú, Barra do Corda,Jenipapo dos Vieiras;MA;137329,5429;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº 246, de 29 de outubro de 1991;1991-11-26;Matr. 13.091  Lv. 2-AV  Fl. 08
8801;Canauanim;Cantá                                   ;RR;11182,4372;Regularizada;Tradicionalmente ocupada;;;;;1993-08-16;PD 304 de 16/08/93;1996-02-15;Decreto de 15 de fevereiro de 1996;2002-04-01;Matr.23.751 Lv. 2-RG Fl. 001
72701;Canelinha;Canelinha                               ;SC;207,7552;Regularizada;Reserva Indígena;;;;;;;;;;
8901;Cantagalo;Viamão, Porto Alegre                       ;RS;283,6761;Regularizada;Tradicionalmente ocupada;1999-01-13;Portaria nº 11, de 13 de janeiro de 1999;2000-05-31;Despacho nº 26, de 31 de maio de 2000;2003-11-27;Portaria nº 1958, de 27 de novembro de 2003;2007-10-11;Decreto de 11 de outubro de 2007;2009-09-18;Reg. CRI Matr. 143.659, Lv. 2-RG, Fls. 1 - 1v - 2
9001;Capivara;Autazes                                 ;AM;0;Em Estudo;Tradicionalmente ocupada;2011-05-09;Portaria nº 712, de 9 de maio de 2011;;;;;;;;
9101;Capivari;Palmares do Sul                         ;RS;43,3215;Regularizada;Tradicionalmente ocupada;2006-10-27;Portaria n° 1342, de 27 de outubro de 2006;;;1999-08-13;PD 407 de 13/08/99;2001-04-18;Decreto de 18 de abril de 2001;2002-10-11;Matr. 8.329 Lv.2-RG Fl. 01
9201;Capoto/Jarina;Santa Cruz do Xingú, São Jose do Xingu, Peixoto Azevedo               ;MT;634915,2256;Regularizada;Tradicionalmente ocupada;;;;;;;1991-01-25;Decreto de 25 de janeiro de 1991;1987-07-07;Matr. 1.790  Lv. 2 RG  Fl. 01
9301;Caramuru/Paraguassu;Camacan, Itaju da Colônia, Pau Brasil                          ;BA;54105;Encaminhada RI;Reserva Indígena;;;;;;;;;;
73723;Carretão;Nova América, Rubiataba;GO;0;Em Estudo;Tradicionalmente ocupada;;;;;;;;;;
9401;Carretão I;Nova América, Rubiataba    ;GO;1666,4512;Regularizada;Tradicionalmente ocupada;2010-02-05;Portaria nº 151, de 5 de fevereiro de 2010;;;;;1990-01-15;Decreto nº 98.826, de 15 de janeiro de 1990;1990-11-22;Matr. 4.712  Lv. 2-Q  Fl. 220
9501;Carretão II;Nova América                            ;GO;77,5043;Regularizada;Tradicionalmente ocupada;2010-02-05;Portaria nº 151, de 5 de fevereiro de 2010;;;;;1990-01-15;Decreto nº 98.825, de 15 de janeiro de 1990;1990-06-04;Matr. 738  Lv. 2-C  Fl. 35
9602;Carreteiro;Água Santa;RS;0;Em Estudo;Tradicionalmente ocupada;2009-07-03;Portaria nº 687, de 3 de julho de 2009;;;;;;;;
9601;Carreteiro;Água Santa                              ;RS;602,9751;Regularizada;Tradicionalmente ocupada;;;;;;;1991-03-27;Decreto de 27 de março de 1991;1991-05-16;Matr. 8.412  Lv. 2-RG  Fl. 01V
9701;Caru;Bom Jardim                              ;MA;172667,3777;Regularizada;Tradicionalmente ocupada;;;;;;;1982-11-22;Decreto de nº 87843, de 22 de novembro de 1982;1983-03-28;Matr. 70  Lv. 2-A  Fl. 73
9801;Catipari/Mamoria;Pauini                                  ;AM;115044,3509;Regularizada;Tradicionalmente ocupada;1986-09-05;Portaria nº 1347 de 05 de setembro de 1986;;;1992-05-28;Portaria Declaratória nº 263, de 28 de mario de 1992;1997-11-03;Decreto de 3 de novembro de 1997;1999-05-17;Matr. 279  Lv. 2-A  Fl. 88/88V
60701;Caxixó;Pompéu, Martinho Campos;MG;5411;Delimitada;Tradicionalmente ocupada;2012-05-07;Portaria nº 546, de 7 de maio de 2012;2013-03-22;Despacho nº 269, de 22 de março de 2013;;;;;;
67701;Cerco Grande;Guaraqueçaba                            ;PR;0;Em Estudo;Tradicionalmente ocupada;2010-04-14;Portaria nº 528, de 14 de abril de 2010;;;;;;;;
9901;Cerrito;Eldorado                                ;MS;1950,9806;Regularizada;Tradicionalmente ocupada;;;;;1991-10-23;PD 545 de 23/10/91;1992-05-21;Decreto de 21 de maio de 1992;2005-12-22;EPRD Matr. 4007
10001;Chão Preto;Campinápolis                            ;MT;12741,8456;Regularizada;Tradicionalmente ocupada;1996-03-26;Portaria nº 107, de 26 de março de 1996;;;1998-06-25;PD 453 de 25.06.98;2001-04-30;Decreto de 30 de abril de 2001;2002-04-01;Matr. 12.542  Lv. 2RG  Fl. 001
73707;Cinta Vermelha Jundiba;Araçuaí                                 ;MG;0;Encaminhada RI;Reserva Indígena;2012-12-04;Portaria nº 1520, de 4 de dezembro de 2012;;;;;;;;
10101;Coata-Laranjal;Borba                                   ;AM;1153210,1124;Regularizada;Tradicionalmente ocupada;1997-10-02;Portaria nº 920, de 02 de outubro de 1997;1999-04-23;Despacho nº 17, de 23 de abril de 1999;1999-10-07;Portaria nº 561, de 07 de outubro de 1999;2004-04-19;Decreto de 19 de abril de 2004;2004-05-26;Matr. 1.424, Lv. 2-G, Fl. 59
59401;Cobra Grande;Santarém                                ;PA;8906;Delimitada;Tradicionalmente ocupada;2008-07-04;Portaria n° 774, de 4 de julho de 2008;2015-09-25;Despacho nº 55, de 25 de setembro de 2015;;;;;;
10202;Comboios;Aracruz                                 ;ES;3872,1411;Regularizada;Tradicionalmente ocupada;1990-01-01;Não Informado;2006-04-28;Despacho n° 39, de 28 de abril de 2006;2007-08-27;Portaria n° 1464, de 27 de agosto de 2007;2010-11-05;Decreto de 5 de novembro de 2010;2014-08-19;Matr. 3.239, Lv. 2-RG
65101;Comexatibá;Prado;BA;28077,301;Delimitada;Tradicionalmente ocupada;2011-03-18;Portaria nº 365, de 18 de março de 2011;2015-07-22;Despacho nº 42, de 22 de julho de 2015;;;;;;
10302;Coroa Vermelha;Porto Seguro, Santa Cruz Cabrália                          ;BA;0;Em Estudo;Tradicionalmente ocupada;2007-11-05;Portaria n° 1082, de 5 de novembro de 2007;;;;;;;;
10301;Coroa Vermelha;Porto Seguro, Santa Cruz Cabrália                          ;BA;1493,9941;Regularizada;Tradicionalmente ocupada;;;;;1997-10-14;PD 1042 de 14.10.97;1998-07-09;Decreto de 9 de julho de 2000;1999-06-10;Matr. 20.188  Lv. 2-RG  Fl. 001
72201;Coroa Vermelha - Gleba C;Porto Seguro                            ;BA;2299,06;Encaminhada RI;Reserva Indígena;;;;;;;;;;
10401;Córrego João Pereira;Acarau, Itarema                                 ;CE;3162,3901;Regularizada;Tradicionalmente ocupada;;;;;2001-04-23;PD 370 DE 23.04.01;2003-05-05;Decreto de 05 de maio de 2003;2006-02-24;Matr. 3.385, Lv. 2-N, Fl. 154
59601;Cué Cué/ Marabitanas;São Gabriel da Cachoeira                ;AM;808645;Declarada;Tradicionalmente ocupada;2010-06-11;Portaria nº 9, de 11 de junho de 2010;2011-12-16;Despacho nº 595, de 16 de dezembro de 2011;2013-04-19;Portaria nº 1703, de 19 de abril de 2013;;;;
10601;Cuia;Autazes                                 ;AM;1322,3875;Regularizada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;;;;;1991-10-29;Decreto nº 309, de 29 de outubro de 1991;1992-02-25;Matr. 531  Lv. 2-B  Fl. 191
10701;Cuiu-Cuiu;Maraã                                   ;AM;36450,9765;Regularizada;Tradicionalmente ocupada;1994-08-18;Portaria nº 745, de 18 de agosto de 1994;1998-05-19;DOU  ;1998-11-14;PD  817;2003-06-23;Decreto de 23 de junho de 2003;2004-03-11;Matr. 181, Lv. 2-A/RG, Fl. 172
10801;Cunhã-Sapucaia;Autazes, Borba                              ;AM;471450,5393;Regularizada;Tradicionalmente ocupada;1999-11-04;Portaria nº 1.039, de 4 de novembro de 1999;2002-01-28;Despacho nº 06, de 28 de janeiro de 2002;2002-12-04;Portaria nº 1760, de 04 de dezembro de 2002;2006-11-01;Decreto de 1° de novembro de 2006;2011-12-21;Av.1-1561, Lv G, Fl. 002vº
10901;Deni;Lábrea, Pauini, Tapaua, Itamarati                       ;AM;1531303,499;Regularizada;Tradicionalmente ocupada;1985-01-07;Portaria nº 1813, de 7 de janeiro de 1985;2001-02-19;Despacho do Presidente nº 18;2001-10-16;Portaria N° 952, de 16 de outubro de 2001;2004-10-27;Decreto de 27 de outubro de 2004;2006-10-18;Matr. 308, Lv. 2-A, Fl. 118
11001;Diahui;Humaitá                                 ;AM;47354,603;Regularizada;Tradicionalmente ocupada;1999-09-01;Portaria nº 742, de 1º de setembro de 1999;2000-04-24;Despacho nº 19, de 24 de abril de 2000;2001-04-20;Portaria nº 367, de 20 de abril de 2001;2004-10-27;Decreto de 27 de outubro de 2004;2005-04-25;Matr.1.618, Lv. 2-H, Fl. 180
11101;Dourados;Dourados, Itaporã;MS;3474,5957;Regularizada;Tradicionalmente ocupada;;;;;;;;;;
67101;Dourados-Amambaipeguá I;Amambai, Dourados, Naviraí;MS;0;Em Estudo;Tradicionalmente ocupada;2012-12-07;Portaria nº 1567, de 7 de dezembro de 2012;;;;;;;;
73729;Dourados-Amambaipeguá II;Amambai, Dourados, Naviraí, Caarapó, Juti, Laguna Carapã;MS;0;Em Estudo;Tradicionalmente ocupada;;;;;;;;;;
73734;Dourados-Amambaipeguá III;Dourados, Caarapó;MS;0;Em Estudo;Tradicionalmente ocupada;;;;;;;;;;
73738;Dourados-Amambaipeguá IV;Dourados;MS;0;Em Estudo;Tradicionalmente ocupada;;;;;;;;;;
11201;Enawenê-Nawê;Comodoro,Juina, Sapezal ;MT;742088,6783;Regularizada;Tradicionalmente ocupada;;;;;1991-09-13;PD 464 de 13/09/91;1996-10-02;Decreto de 2 de outubro de 1996;1998-03-19;Matr. 15.135  Lv. 2-RG  Fl. 001
11202;Enawenê-Nawê;Comodoro,Juina, Sapezal ;MT;0;Em Estudo;Tradicionalmente ocupada;2008-07-25;Portaria n° 859/PRES/08;;;;;;;;
11301;Entre Serras;Tacaratu, Jatoba, Petrolandia                       ;PE;7550,0875;Regularizada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;2002-08-14;Despacho nº 108, de 14 de agosto de 2002;2004-09-21;Portaria n° 2579, de 21 de setembro de 2004;2006-12-19;Decreto de 19 de dezembro de 2006;2007-05-24;Matr. 806, Lv. 2-F,  Fls. 81v/83v (172,9285 ha - Jatobá).
11401;Erikpatsá;Brasnorte                               ;MT;79934,801;Regularizada;Tradicionalmente ocupada;;;;;;;1991-12-24;Decreto nº 398, de 24 de dezembro de 1991;2012-08-21;Matrícula 3.367, Livro 2-Q/RG
11501;Escondido;Cotriguaçu                              ;MT;168938,468;Regularizada;Tradicionalmente ocupada;;;;;1996-11-01;PD 668 de 01/11/96;1998-09-08;Decreto de 8 de setembro de 1998;1999-03-15;Matr. 58.626  Lv. 2-JZ  Fl. 048
68001;Escrivão;Aveiro                                  ;PA;0;Em Estudo;Tradicionalmente ocupada;2008-07-04;Portaria n° 773, de 4 de julho de 2008;;;;;;;;
11601;Espírito Santo;Jutaí                                   ;AM;33849,0871;Regularizada;Tradicionalmente ocupada;1997-05-05;Portaria nº 431, de 5 de maio de 1997;1999-04-14;DOU  ;1999-10-08;PD  560;2005-04-19;Decreto de 19 de abril de 2005;2005-05-25;Matr. 599, Lv. 2-2, Fl. 169
11801;Estação Parecis;Diamantino                              ;MT;2170;Delimitada;Tradicionalmente ocupada;2005-11-21;Portaria n° 1358, de 21 de novembro de 2005;2010-09-28;Despacho nº 50, de 28 de setembro de 2010;;;;;;
73704;Estiva;Viamão                                  ;RS;0;Em Estudo;Tradicionalmente ocupada;2012-11-14;Portaria nº 1426, de 14 de novembro de 2012;;;;;;;;
11901;Estivadinho;Tangará da Serra                        ;MT;2031,9414;Regularizada;Tradicionalmente ocupada;;;;;1992-05-28;Portaria Declaratória nº 248, de 28/05/92;1993-08-12;Decreto de 12 de agosto de 1993;1993-09-20;Matr. 10.512  Lv. 2-RG  Fl. 001
72401;Estrada do Mar;Osório                                  ;RS;45;Regularizada;Reserva Indígena;;;;;;;;;;
12001;Estrela da Paz;Jutaí                                   ;AM;12876,4893;Regularizada;Tradicionalmente ocupada;;;;;;;1995-07-03;Decreto de 03 de julho de 1995;1995-08-25;Matr. 252  Lv. 2/A  Fl. 52
64101;Eterãirebere;Novo São Joaquim, Santo Antonio do Leste, Campinapolis;MT;0;Em Estudo;Tradicionalmente ocupada;2000-10-19;Portaria n° 1086, de 19 de outubro de 2000;;;;;;;;
12101;Évare I;São Paulo de Olivença, Santo Antonio do Iça, Tabatinga;AM;548177,5963;Regularizada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;;;1991-10-11;PD 526 de 11/10/91;1996-01-05;Decreto de 05 de janeiro de 1996;1996-06-20;Matr. 541  Lv. 2-C-1  Fl. 61
12201;Évare II;São Paulo de Olivença                   ;AM;176205,7183;Regularizada;Tradicionalmente ocupada;1984-02-11;Portaria nº 1610/E, de 11 de fevereiro de 1984;;;1991-10-11;PD 524 de 11/10/91;1996-01-05;Decreto de 05 de janeiro de 1996;1996-06-20;Matr. 542  Lv. 2C-1  Fl. 62
12301;Faxinal;Cândido de Abreu                        ;PR;2043,8948;Regularizada;Dominial Indígena;;;;;;;1991-10-29;Decreto nº 252, de 29 de outubro de 1991;;
12401;Fazenda Bahiana;Camamu                                  ;BA;304,56;Regularizada;Tradicionalmente ocupada;;;;;;;1998-12-11;Decreto de 11 de dezembro de 1998;;
73711;Fazenda Boa Vista - MG;Caldas                         ;MG;101;Encaminhada RI;Reserva Indígena;;;;;;;;;;
12501;Fazenda Canto;Palmeira dos Índios                     ;AL;276,5494;Regularizada;Reserva Indígena;;;;;;;;;;
62201;Fazenda Cristo Rei;Jatobá                                  ;PE;0;Encaminhada RI;Reserva Indígena;2008-10-29;Portaria n° 1299, de 29 de outubro de 2008;;;;;;;;
12701;Fazenda Guarani;Senhora do Porto, Carmesia;MG;3269,7126;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº270, de 29 de outubro de 1991;1997-08-14;Matr. 10.770  Lv. 2-RG  Fl. 001
73717;Fazenda Jenipapeiro;Santa Rita de Cassia;BA;0;Encaminhada RI;Reserva Indígena;2014-07-17;Instrução Executiva n. 251/DPT/2014;;;;;;;;
69801;Fazenda Remanso;Moquém de São Francisco                 ;BA;336,9518;Regularizada;Reserva Indígena;;;;;;;;;;
69901;Fazenda Sítio;Quijingue                               ;BA;409,8834;Regularizada;Reserva Indígena;;;;;;;;;2014-05-22;Matr. 8.991
12801;Figueiras;Barra do Bugres, Tangara da Serra;MT;9858,9291;Regularizada;Tradicionalmente ocupada;;;;;1992-05-28;Portaria Declaratória nº 249 de 28/05/92;1995-07-03;Decreto de 03 de julho de 1995;1995-11-13;Matr. 16.986  Lv. 2-RG  Fl. 001
12901;Fortaleza do Castanho;Manaquiri                               ;AM;2756,1622;Regularizada;Tradicionalmente ocupada;;;2000-01-21;Despacho nº 2, de 21 de janeiro de 2000;2000-08-04;Portaria nº 665, de 4 de agosto de 2000;2003-05-05;Decreto de 05 de maio de 2003;2003-07-10;Matr. 013, Livro 2-RG, Ficha 13
13001;Fortaleza do Patauá;Manacapuru                              ;AM;743,5829;Regularizada;Tradicionalmente ocupada;1993-11-12;PP  1134;1999-01-25;Despacho Pres.;1999-08-13;PD  408;2004-04-19;Decreto de 19 de abril de 2004;2004-10-14;Matr. 572, Lv. 2-RG, Ficha 01
13101;Fulni-ô;Águas Belas, Itaiba;PE;11505,71;Regularizada;Reserva Indígena;;;;;;;;;;
13102;Fulni-ô;Águas Belas, Itaiba;PE;0;Em Estudo;Tradicionalmente ocupada;2009-08-26;Portaria nº 964, de 26 de agosto de 2009;;;;;;;;
13201;Funil;Tocantínia                              ;TO;15703,7974;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº 269, de 29 de outubro de 1991;1992-01-06;Matr. 1.070  Lv. 2-D  Fl. 25
13301;Galibi;Oiapoque                                ;AP;6689,1928;Regularizada;Tradicionalmente ocupada;;;;;;;1982-11-22;Decreto nº 87844, de 22 de novembro de 1982;1983-10-14;Matr. 01,  Lv. 02-RG,  Fl. 001
73733;Garcete Kuê;Sete Quedas;MS;0;Em Estudo;Tradicionalmente ocupada;;;;;;;;;;
13401;Gavião;Careiro da Várzea                       ;AM;8611,8548;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº 305, de 29 de outubro de 1991;1997-05-06;Matr. 29  Lv. 2-RG  Fl. 001
13501;Geralda Toco Preto;Arame, Itaipava do Grajaú ;MA;18506,2081;Regularizada;Tradicionalmente ocupada;;;;;;;1994-05-16;Decreto de 16 de maio de 1994;1996-01-22;Matr. 6.350  Lv. 2-AH  Fl. 66
19402;Geripancó;Água Branca                             ;AL;200;Regularizada;Tradicionalmente ocupada;;;;;;;;;;
13602;Governador;Amarante do Maranhão;MA;0;Em Estudo;Tradicionalmente ocupada;2008-06-19;Portaria n° 677, de 19 de junho de 2008;;;;;;;;
13601;Governador;Amarante do Maranhão                    ;MA;41643,7567;Regularizada;Tradicionalmente ocupada;;;;;;;1982-12-28;Decreto nº 88001, de 28 de dezembro de 1982;1983-03-28;Matr. 376  Lv. 2-D  Fl. 85
13701;Guaimbé;Laguna Carapã                           ;MS;716,9316;Regularizada;Tradicionalmente ocupada;;;;;;;1984-04-24;Decreto nº 89580, de 24 de abril de 1984;1984-05-28;Matr. 15.813,  Lv. 02-RG,  Fl. -
66701;Guaivyry-Joyvy;Ponta Porã                              ;MS;0;Em Estudo;Tradicionalmente ocupada;2010-09-28;Portaria nº 1419, de 28 de setembro de 2010;;;;;;;;
13801;Guajahã;Pauini                                  ;AM;5036,8446;Regularizada;Tradicionalmente ocupada;;;;;1991-10-11;PD 523 de 11/10/91;1998-12-11;Decreto de 11 de dezembro de 1998;1999-05-17;Matr. 282  Lv. 2-A  Fl. 91/91V
52801;Guanabara;Benjamin Constant                       ;AM;15600;Declarada;Tradicionalmente ocupada;2003-05-30;Portaria nº 499, de 30 de maio de 2003;2011-04-19;Despacho nº 15, de 19 de abril de 2011;2013-04-19;Portaria nº 1704, de 19 de abril de 2013;;;;
13901;Guapenu;Autazes                                 ;AM;0;Em Estudo;Tradicionalmente ocupada;2012-11-20;Portaria Migração;;;;;;;;
14001;Guarani Araponga;Parati                                  ;RJ;213,2033;Regularizada;Tradicionalmente ocupada;;;;;1994-07-14;PD 494 de 14/07/94;1995-07-03;Decreto de 03 de julho de 1995;1996-03-08;Matr. 1.881  Lv. 2-A  Fl. 2466
14101;Guarani Barra do Ouro;Maquiné, Riozinho, Caraá;RS;2268,6045;Regularizada;Tradicionalmente ocupada;;;;;1998-07-10;PD 499 de 10.07.98;2001-04-18;Decreto de 18 de abril de 2001;2002-04-19;Matr. 17.004 Lv. 2-RG Fl.1/v
14201;Guarani da Barragem;São Paulo;SP;26,3;Regularizada;Tradicionalmente ocupada;;;;;;;1987-07-14;Decreto nº 94223, de 14 de julho de 1987;1987-09-23;Matr. 204.607  Lv. 2/RG  Fl. 01/02
14301;Guarani de Águas Brancas;Arambaré                                ;RS;230;Declarada;Tradicionalmente ocupada;2006-10-27;Portaria n° 1342, de 27 de outubro de 2006;;;1996-02-13;PD 104 de 13.02.96;;;;
14601;Guarani de Araçai;Cunha Porã, Saudades;SC;2721;Declarada;Tradicionalmente ocupada;2002-03-27;Portaria nº 263, de 27 de março de 2002;2005-09-15;Despacho n° 85, de 15 de setembro de 2005;2007-04-19;Portaria n° 790, de 19 de abril de 2007;;;;
14401;Guarani de Bracui;Angra dos Reis                          ;RJ;2127,8664;Regularizada;Tradicionalmente ocupada;;;;;1994-03-30;PD 151 de 30/03/94;1995-07-03;Decreto de 03 de julho de 1995;1995-09-14;Matr. 13.309  Lv. 2-BE  Fl. 258
14501;Guarani do Aguapeu;Mongaguá                                ;SP;4372,2599;Regularizada;Tradicionalmente ocupada;;;;;1994-06-22;PD 411 de 22/06/94;1998-09-08;Decreto de 8 de setembro de 1998;1998-10-13;Matr. 192.516  Lv. 2/RG  Fl. 001V
38101;Guarani do Ribeirão Silveira;Santos e São Sebastião;SP;948,4;Regularizada;Tradicionalmente ocupada;;;;;;;1987-07-08;Decreto nº 94568, de 08 de julho de 1987;1988-02-04;Matr. 29.460,  Lv. 02-RG,  Fl. 001
14701;Guarani Votouro;Benjamin Constant do Sul                ;RS;717,377;Regularizada;Tradicionalmente ocupada;;;;;;;1998-12-11;Decreto de 11 de dezembro de 1998;1999-02-04;Matr. 003  Lv. 2-RG  Fl. 1
14801;Guarita;Erval Seco, Redentora, Tenete Portela;RS;23406,8684;Regularizada;Tradicionalmente ocupada;;;;;;;1991-04-04;Decreto de 04 de abril de 1991;1991-05-17;Matr. 10.539  Lv. 2-RG  Fl. 01V
14901;Guasuti;Aral Moreira                            ;MS;958,7993;Regularizada;Tradicionalmente ocupada;1987-05-29;Portaria nº 1245 de 29 de maio de 1987;;;1991-10-10;PD 512 de 10/10/91;1992-05-21;Decreto de 21 de maio de 1992;2005-03-16;Mart. 36.082, Lv. 2-RG, Fl. 01v
15001;Guató;Corumbá                                 ;MS;10984,7941;Regularizada;Tradicionalmente ocupada;;;;;1996-05-17;PD 309 de 17.05.96;2003-02-10;Decreto de 10 de fevereiro de 2003;2003-12-12;Matr. 24.809, Lv. 2-RG, Fl. 01
15101;Guyraroká;Caarapó                                 ;MS;11440;Declarada;Tradicionalmente ocupada;2001-01-31;Portaria nº 83, de 31 de janeiro de 2001;2004-08-12;Despacho n° 76, de 12 de agosto de 2004;2009-10-07;Portaria nº 3219, de 7 de outubro de 2009;;;;
65701;Hãm Yîxux;Ladainha                                ;MG;522,72;Regularizada;Reserva Indígena;;;;;;;;;;
