terrai_codigo;terrai_nome;municipio_nome;uf_sigla;superficie_perimetro_ha;fase_ti;modalidade_ti;data_em_estudo;tit_em_estudo;data_delimitada;tit_delimitada;data_declarada;tit_declarada;data_homologada;tit_homologada;data_regularizada;tit_regularizada
69001;Sissaíma;Careiro da Várzea                       ;AM;8700;Delimitada;Tradicionalmente ocupada;2011-10-31;Portaria nº 1499, de 31 de outubro de 2011;2012-07-30;Despacho nº 423, de 30 de julho de 2012;;;;;;
55001;Sombrerito;Sete Quedas                             ;MS;12608;Declarada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;2006-07-04;Despacho n° 63, de 4 de julho de 2006;2010-09-27;Portaria nº 3076, de 27 de setembro de 2010;;;;
43201;Sororó;Marabá, São Domingos do Araguaia, São Geraldo do Araguaia;PA;26257,8956;Regularizada;Tradicionalmente ocupada;1999-11-04;Portaria nº 1038, de 4 de novembro de 1999;;;;;1983-08-31;DECRETO Nº 88.648, DE 30 DE AGOSTO DE 1983;1983-10-21;Matr. 4.857  Lv. 2-R  Fl. 001
43301;Sucuba;Alto Alegre                             ;RR;5983,0271;Regularizada;Tradicionalmente ocupada;;;;;;;1982-02-16;DECRETO Nº 86.921, DE 16 DE FEVEREIRO DE 1982;1988-11-22;Matr. 9.344  Lv. 2/RG  Fl. 001
43401;Sucuriy;Maracaju                                ;MS;535,1047;Regularizada;Tradicionalmente ocupada;;;;;1996-05-17;PD 300 de 17.05.96;1998-04-14;Decreto de 14 de abril de 1998;1998-09-08;Matr. 8.254  Lv. 2/RG  Fl. 001
53901;Sururuá;Benjamin Constant, São Paulo de Olivença;AM;36125;Declarada;Tradicionalmente ocupada;2003-05-30;Portaria nº 499, de 30 de maio de 2003;2008-05-15;Despacho n° 22, de 15 de maio de 2008;2010-09-27;Portaria nº 3077, de 27 de setembro de 2010;;;;
73714;Taba dos Anacé;Caucaia, São Gonçalo do Amarante                                ;CE;543;Encaminhada RI;Reserva Indígena;2012-09-04;Portaria nº 1087, de 4 de setembro de 2012;;;;;;;;
73741;Tabajara;Alhandra, Conde, Pitimbu;PB;0;Em Estudo;Tradicionalmente ocupada;2015-09-10;Portaria nº 882, de 10 de setembro de 2015;;;;;;;;
43501;Tabalascada;Cantá                                   ;RR;13014,7374;Regularizada;Tradicionalmente ocupada;1997-03-13;Portaria nº  257, de 13 de março de 1997;2001-05-23;Despacho nº 48 de 23 de maio de 2001;2002-12-30;Portaria nº 3010, de 30 de dezembro de 2002;2005-04-19;Decreto de 19 de abril de 2005;2005-06-02;Matr. 28.589, Lv. 2-RG, Fl. 001
43601;Tabocal;Careiro                                 ;AM;906,1516;Declarada;Tradicionalmente ocupada;;;1999-11-26;Despacho nº 71, de 26 de novembro de 1999;2006-12-15;Portaria n° 2365, de 15 de dezembro de 2006;2015-12-17;Decreto de 17 de dezembro de 2015;;
43701;Tadarimana;Rondonópolis                            ;MT;9785;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1991-12-06;Matr. 41.509  Lv. 2-RG  Fl. 1
73301;Taego Ãwa;Formoso do Araguaia                     ;TO;29000;Delimitada;Tradicionalmente ocupada;2011-08-11;Portaria nº 1188, de 11 de agosto de 2011;2012-04-18;Despacho nº 124, de 18 de abril de 2012;;;;;;
43801;Taihantesu;Nova Lacerda                            ;MT;5362,3344;Regularizada;Tradicionalmente ocupada;;;;;1992-11-16;PD 547 de 16/11/92;1996-05-23;Decreto de 23 de maio de 1996;1997-02-13;Matr. 11.300  Lv. 2/RG  Fl. 001
43901;Takuaraty/Yvykuarusu;Paranhos                                ;MS;2609,094;Homologada;Tradicionalmente ocupada;;;;;1992-06-19;PD 298 de 19/06/92;1993-10-01;Decreto de 01 de outubro de 1993;;
73720;Takuari;Eldorado;SP;2190;Regularizada;Reserva Indígena;;;;;;;;;;
66301;Tanaru ( restrição de uso );Corumbiara, Chupinguaia, Parecis, Pimenteiras do Oeste;RO;8070;Em Estudo;Interditada;;;;;;;;;;
54601;Tapeba;Caucaia                                 ;CE;5838;Delimitada;Tradicionalmente ocupada;2010-12-02;Portaria nº 1847, de 2 de dezembro de 2010;2013-08-26;Despacho nº 920, de 26 de agosto de 2013;;;;;;
44001;Tapirapé/Karajá;Luciára , Santa Terezinha;MT;66166,305;Regularizada;Tradicionalmente ocupada;;;;;;;1983-03-23;DECRETO Nº 88.194, DE 23 DE MARÇO DE 1983;1984-07-16;Matr. 3.440,  Lv. 2-RG,  Fl. 3.440
44002;Tapirapé/Karajá;Luciára, Santa Terezinha;MT;0;Em Estudo;Tradicionalmente ocupada;2007-07-02;Portaria n° 590, de 2 de julho de 2007;;;;;;;;
71301;Tapy'i/Rio Branquinho;Cananéia                                ;SP;0;Em Estudo;Tradicionalmente ocupada;2011-08-30;Portaria nº 1262, de 30 de agosto de 2011;;;;;;;;
44101;Taquaperi;Coronel Sapucaia                        ;MS;1776,9594;Regularizada;Tradicionalmente ocupada;;;;;;;;;;
44201;Taquara;Juti                                    ;MS;9700;Declarada;Tradicionalmente ocupada;1999-12-23;Portaria nº 1176/PRES de 24 de dezembro de 1999;2005-12-02;Despacho n° 108, de 2 de dezembro de 2005;2010-06-04;Portaria nº 954, de 4 de junho de 2010;;;;
59101;Tarumã;Araquari, Balneário Barra do Sul;SC;2172;Declarada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;2008-05-08;Despacho n° 16, de 8 de maio de 2008;2009-08-20;Portaria nº 2747, de 20 de agosto de 2009;;;;
44402;Taunay/Ipegue;Aquidauana                              ;MS;33900;Delimitada;Tradicionalmente ocupada;2000-11-13;Portaria nº 1.155, de 14 de novembro de 2000;2004-08-12;Despacho n° 77, de 12 de agosto de 2004;;;;;;
44401;Taunay/Ipegue;Aquidauana                              ;MS;6461,3459;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº 276, de 29 de outubro de 1991;1992-01-21;Matr. 9.730  Lv. 2-RG  Fl. 001
71401;Tekoa Guaviraty;Iguape                                  ;SP;0;Em Estudo;Tradicionalmente ocupada;2012-08-03;Portaria nº 985, de 3 de agosto de 2012;;;;;;;;
71201;Tekoa Pindoty;Pariquera-Açu                           ;SP;0;Em Estudo;Tradicionalmente ocupada;2012-08-03;Portaria nº 985, de 3 de agosto de 2012;;;;;;;;
44501;Tekohá Añetete;Diamante D`Oeste                        ;PR;1774,7063;Regularizada;Reserva Indígena;;;;;;;;;;
70101;Tekoha Guassú Guavirá;Guaira;PR;0;Em Estudo;Tradicionalmente ocupada;2010-06-17;Portaria nº 11, de 17 de junho de 2010;;;;;;;;
65601;Tekoha Itamarã;Diamante D`Oeste                        ;PR;242;Regularizada;Reserva Indígena;;;;;;;;;;
66101;Tekoha Jevy;Parati                                  ;RJ;0;Em Estudo;Tradicionalmente ocupada;2010-02-04;Portaria nº 145, de 4 de fevereiro de 2010;;;;;;;;
68201;Tekoha Porã;Itaporanga                              ;SP;0;Em Estudo;Tradicionalmente ocupada;2011-08-11;Portaria nº 1187, de 11 de agosto de 2011;;;;;;;;
44601;Tembé;Tomé-Açu                                ;PA;1075,1881;Regularizada;Tradicionalmente ocupada;;;;;;;1991-12-24;Decreto de 24 de dezembro de 1991;1992-01-29;Matr. 2.970  Lv. 02  Fl. -
44701;Tenharim do Igarapé Preto;Novo Aripuanã                           ;AM;87413,1478;Regularizada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;1999-04-14;DOU  ;1999-10-08;PD  559;2004-04-19;Decreto de 19 de abril de 2004;2004-09-30;Matr. 1.644, Lv.2-A/13, Fl. 245
44801;Tenharim Marmelos;Humaitá , Manicoré;AM;497521,7497;Regularizada;Tradicionalmente ocupada;;;;;;;1996-01-05;Decreto de 05 de janeiro de 1996;1996-01-31;Matr. 1.295  Lv. 2-4  Fl. 264
62901;Tenharim Marmelos (Gleba B);Manicoré, Humaitá;AM;474741,6023;Regularizada;Tradicionalmente ocupada;;;2004-08-11;Despacho nº 72, de 11 de agosto de 2004;2006-12-15;Portaria n° 2367, de 15 de dezembro de 2006;2012-06-05;Decreto de 5 de junho de 2012;2013-03-18;Matr. 4.150, Lv. 2-T, Fl. 112
23602;Tenonde Porã;Mongaguá, São Bernardo do Campo, São Paulo, São Vicente;SP;15969;Delimitada;Tradicionalmente ocupada;2009-06-30;Portaria nº 659, de 30 de junho de 2009;2012-04-18;Despacho nº 123, de 18 de abril de 2012;;;;;;
44901;Terena Gleba Iriri;Matupá                                  ;MT;30588,8088;Regularizada;Tradicionalmente ocupada;;;;;;;;;;
45001;Tereza Cristina;Santo Antônio do Leverger               ;MT;30060;Regularizada;Tradicionalmente ocupada;;;;;1996-05-17;PD 299 de 17.05.96;;;;
45002;Tereza Cristina;Santo Antonio do Leverger;MT;0;Em Estudo;Tradicionalmente ocupada;2012-10-24;Portaria nº 1359, de 24 de outubro de 2012;;;;;;;;
45201;Tibagy/Mococa;Ortigueira                              ;PR;859,9098;Regularizada;Tradicionalmente ocupada;;;;;;;1996-05-23;Decreto de 23 de maio de 1996;1996-06-19;Matr. 4.163  Lv. 2-RG  Fl. 001
45301;Tikuna de Feijoal;Benjamin Constant, São Paulo de Olivença;AM;40948,8;Regularizada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;;;;;1996-01-05;Decreto de 05 de janeiro de 1996;1995-11-06;Matr. 585  Lv. 2-3  Fl. 08V
46801;Tikuna de Santo Antonio;Benjamin Constant                       ;AM;1065,2723;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº 311, de 29 de outubro de 1991;1994-06-13;Matr. 546  Lv. 2-2  Fl. 109
45402;Tingui Botó;Campo Grande, Feira Grande;AL;535;Regularizada;Reserva Indígena;2003-05-26;Portaria nº 468, de 26 de maio de 2003;;;;;;;;
45501;Tirecatinga;Sapezal                                 ;MT;130575,1964;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1985-02-22;Matr. 17.608,  Lv. 2-RG,  Fl. 01V
45601;Toldo Chimbangue;Chapecó                                 ;SC;988,6625;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1993-10-15;Matr. 47.667  Lv. 2/RG  Fl. 47.667
45701;Toldo Chimbangue II;Chapecó                                 ;SC;954,0708;Regularizada;Tradicionalmente ocupada;;;2002-01-17;Despacho nº 04,  de 17 de janeiro de 2002;2002-11-18;Portaria nº 1535, de 18 de novembro de 2002;2006-12-21;Decreto de 21 de dezembro de 2006;2011-03-30;Matr. 85.044, Lv. 2-RG, Ficha 01
45801;Toldo Imbu;Abelardo Luz                            ;SC;1960,6934;Declarada;Tradicionalmente ocupada;;;2002-05-29;Despacho nº 74 de 29 de maio de 2002;2007-04-19;Portaria n° 793, de 19 de abril de 2007;;;;
35502;Toldo Pinhal;Arcoverde, Paial e Seara;SC;4846;Declarada;Tradicionalmente ocupada;2002-01-18;Portaria nº 20, de 18 de janeiro de 2002;2003-09-29;Despacho nº 84, de 29 de setembro de 2003;2007-04-19;Portaria n° 795, de 19 de abril de 2007;;;;
45901;Torá;Humaitá, Manicoré;AM;54960,985;Regularizada;Tradicionalmente ocupada;1998-04-06;PP  306;1999-08-25;DOU  ;2000-04-17;PD  293;2004-10-27;Decreto de 27 de outubro de 2004;2007-01-17;Matr. 397, Lv.2-A, Fl. 97
70601;Tremembé da Barra do Mundaú;Itapipoca                               ;CE;3580;Declarada;Tradicionalmente ocupada;2009-07-14;Portaria nº 03, de 14 de julho de 2009;2012-02-02;Despacho nº 007, de 2 de fevereiro de 2012;2015-08-07;Portaria nº 1318, de 7 de agosto de 2015;;;;
46001;Tremembé de Almofala;Itarema                                 ;CE;4900;Delimitada;Tradicionalmente ocupada;;;;;;;;;;
64601;Tremembé de Queimadas;Acaraú                                  ;CE;767;Declarada;Tradicionalmente ocupada;2010-02-18;Portaria nº 01/DPDS de 18 de fevereiro de 2010;2011-12-28;Despacho nº 687, de 28 de dezembro de 2011;2013-04-19;Portaria nº 1702, de 19 de abril de 2013;;;;
46101;Trincheira;Autazes                                 ;AM;1624,6022;Regularizada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;;;;;1991-12-26;Decreto n° 378, de 24 de dezembro de 1991;1987-12-14;Matr. 288  Lv. 2-A  Fl. 313
46201;Trincheira Bacaja;Senador José Porfírio, São Felix do Xingu, Altamira, Anapu              ;PA;1650939,2569;Regularizada;Tradicionalmente ocupada;;;;;1993-08-18;PD 319 de 18/08/93;1996-10-02;Decreto de 2 de outubro de 1996;1998-05-04;Matr. 1.742  Lv. 2-I  Fl. 141
46301;Trocará;Baião, Tucuruí;PA;21722,5139;Regularizada;Tradicionalmente ocupada;;;;;;;1982-11-22;Decreto nº 87.845, de 22 de novembro de 1982;1986-03-24;Matr. 379  Lv. 2-B  Fl. 79
46302;Trocará - Doação;Tucuruí                                 ;PA;14,048;Regularizada;Dominial Indígena;;;;;;;;;;
46401;Trombetas/Mapuera;Caroebe, Faro, Nhamundá, Oriximiná, São João da Baliza, Urucará;AM/PA/RR;3970898,042;Regularizada;Tradicionalmente ocupada;2000-09-18;Portaria nº 981, de 18 de setembro de 2000;2004-10-28;Despacho nº 128, de 28 de outubro de 2004;2005-09-16;Portaria n° 1806, de 16 de setembro de 2005;2009-12-21;Decreto de 21 de dezembro de 2009;2010-07-08;Matr. 2.109, Lv. 2-H, Fl.19
46501;Truaru;Alto Alegre, Boa Vista;RR;5652,841;Regularizada;Tradicionalmente ocupada;;;;;;;1991-12-24;Decreto nº 387, de 24 de dezembro de l991;1992-03-24;Matr. 12.482  Lv. 2/RG  Fl. 01
46601;Truká;Cabrobó                                 ;PE;1592,8972;Regularizada;Tradicionalmente ocupada;1984-06-05;Portaria nº 1647, 05 de junho de 1984;;;1993-08-17;PD 315 de 17/08/93;1996-01-05;Decreto de 05 de janeiro de 1996;1996-01-16;Matr. 3.820  Lv. 2-U  Fl. 04
46602;Truká;Cabrobó                                 ;PE;5769;Declarada;Tradicionalmente ocupada;2008-02-21;Portaria n° 146, de 21 de fevereiro de 2008;;;2002-01-15;Portaria nº 26, de 15 de janeiro de 2002;;;;
46701;Tubarão Latunde;Chupinguaia                             ;RO;116613,3671;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outuibro de 1991;1991-12-02;Matr. 5.299  Lv. 2/RG  Fl. 01
46901;Tukuna Porto Espiritual;Benjamin Constant                       ;AM;2839,3483;Regularizada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;;;1991-11-25;PD 597 de 25/11/91;1996-01-05;Decreto de 05 de janeiro de 1996;1996-01-29;Matr. 587  Lv. 2-3  Fl. 09
47001;Tukuna Umariaçu;Tabatinga                               ;AM;4854,9989;Regularizada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;;;1997-11-12;PD  1112;1998-12-11;Decreto de 11 de dezembro de 1998;2000-11-20;Matr. 498  Lv. 2-c  Fl. 98
59201;Tumbalalá;Abaré, Curaça                                ;BA;44978;Delimitada;Tradicionalmente ocupada;2007-07-16;Portaria n° 624, de 16 de julho de 2007;2009-06-01;Despacho nº 33, de 1º de junho de 2009;;;;;;
47101;Tumiã;Lábrea                                  ;AM;124357,4172;Regularizada;Tradicionalmente ocupada;1986-09-05;Portaria nº 1347 de 05 de setembro de 1986;;;1991-11-25;PD  603;1997-11-03;Decreto de 3 de novembro de 1997;1997-12-09;Matr. 1965  Lv. 2-H  Fl. 27
47201;Tupã-Supé;Alvarães, Uarini                                  ;AM;8589,5101;Regularizada;Tradicionalmente ocupada;1994-08-18;Portaria nº 745, de 18 de agosto de 1994;2001-01-24;Despacho do Presidente nº 6;2001-11-06;Portaria nº 1011, de 06 de novembro de 2001;2004-04-19;Decreto de 19 de abril de 2004;2004-05-14;Matr. 173, Lv. 2-A, Fl. 173
68901;Tupinambá de Belmonte;Belmonte                                ;BA;9521;Delimitada;Tradicionalmente ocupada;2011-05-12;Portaria nº 746, de 12 de maio de 2011;2013-04-22;Despacho nº 530, de 22 de abril de 2013;;;;;;
55501;Tupinambá de Olivença;Buerarema, Ilhéus, Una;BA;47376;Delimitada;Tradicionalmente ocupada;2008-05-26;Portaria n° 544, de 26 de maiod e 2008;2009-04-17;Despacho nº 24, de 17 de abril de 2009;;;;;;
8003;Tupiniquim;Aracruz;ES;14282,7968;Regularizada;Tradicionalmente ocupada;;;2006-04-28;Despacho n° 38, de 28 de abril de 2006;2007-08-27;Portaria n° 1463, de 27 de agosto de 2007;2010-11-05;Decreto de 5 de novembro de 2010;2014-08-19;Matr. R-3.239, Lv. 2-RG
47301;Turé/Mariquita;Tomé-Açu                                ;PA;146,9798;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1991-12-16;Matr. 2.964,  Lv. 2-I,  Fl. 264
47401;Turé/Mariquita II;Tomé-Açu                                ;PA;593,5563;Encaminhada RI;Reserva Indígena;;;;;;;;;;
63901;Tuwa Apekuokawera;Marabá, São Geraldo do Araguaia                 ;PA;11764;Delimitada;Tradicionalmente ocupada;1999-11-04;Portaria nº 1038, de 04 de novembro de 1999;2012-01-24;Despacho nº 003, de 24 de janeiro de 2012;;;;;;
47501;Tuxá;Rodelas                                 ;BA;0;Encaminhada RI;Reserva Indígena;;;;;;;;;;
12601;Tuxá de Inajá;Inajá                                   ;PE;140;Regularizada;Reserva Indígena;;;;;;;;;;
47601;Uaça;Oiapoque                                ;AP;470164,0636;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1992-03-06;Matr. 16  Lv. 02  Fl. 16V
47602;Uaça;Oiapoque                                ;AP;0;Em Estudo;Tradicionalmente ocupada;2008-06-09;Portaria n° 614, de 9 de junho de 2008;;;;;;;;
47701;Uati-Paraná;Fonte Boa, Japurá, Tonantins;AM;127199,0612;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1993-05-03;Matr. 743  Lv. 2/RG  Fl. 001/005
47801;Ubawawe;Novo São Joaquim                        ;MT;52234,4773;Regularizada;Tradicionalmente ocupada;;;;;1998-06-25;PD 456 de 25.06.98;2000-08-30;Decreto de 30 de agosto de 2000;2000-09-21;Matr. 46.114  Lv. 2-RG  Fl. 46.114
47901;Uirapuru;Campos de Júlio, Nova Lacerda;MT;21680;Declarada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;2007-03-21;Despacho n° 23, de 21 de março de 2007;2009-03-20;Portaria nº 497, de 20 de março de 2009;;;;
48001;Umutina;Barra do Bugres                         ;MT;28120;Regularizada;Tradicionalmente ocupada;;;;;;;1989-09-14;Decreto nº 98.144, de 14 de setembro de 1989;1992-02-26;Matr. 15.916  Lv. 2-RG  Fl. 001
48101;Uneiuxi;Japurá, Santa Isabel do Rio  Negro;AM;403182,8081;Regularizada;Tradicionalmente ocupada;;;;;1993-07-30;PD  278;1998-12-11;Decreto de 11 de dezembro de 1998;2001-01-03;Matr. 199  Lv. 2-C  Fl. 01
48102;Uneiuxi;Japurá, Santa Isabel do Rio Negro            ;AM;554730,4117;Declarada;Tradicionalmente ocupada;2003-05-12;Portaria nº 415, de 12 de maio de 2003;2005-09-01;Despacho n° 74/PRES/05;2006-12-15;Portaria n° 2360, de 15 de dezembro de 2006;;;;
48301;Urubu Branco;Luciára, Confresa, Santa Teresinha, Porto Alegre do Norte;MT;167533,3271;Regularizada;Tradicionalmente ocupada;;;;;1996-10-02;PD 599 de 02.10.96;1998-09-08;Decreto de 08 de setembro de 1998;1999-06-24;Matr. 12.753  Lv. 2-RG  Fl. 001
48401;Urucu/Juruá;Itaipava do Grajaú                      ;MA;12697,0441;Regularizada;Tradicionalmente ocupada;;;;;;;1991-12-26;Decreto nº 382, de 24 de dezembro de 1991;1992-02-17;Matr. 5.664  Lv. 2-AD  Fl. 126
48201;Uru-Eu-Wau-Wau;Alvorada D'Oeste, Cacaulândia, Campo Novo de Rondônia, Costa Marques, Governador Jorge Teixeira,Guajara-Mirim, Jaru, Mirante da Serra, Monte Negro, Nova Mamoré, São Miguel do Guapore, Seringueiras;RO;1867117,8;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1987-02-27;Matr. 422  Lv. 2-C  Fl. 24
62401;Utaria Wyhyna/Iròdu Iràna;Pium                                    ;TO;177466;Declarada;Tradicionalmente ocupada;2007-07-02;Portaria n° 590, de 2 de julho de 2007;2009-02-27;Despacho nº 16/PRES, de 27 de fevereiro de 2009;2010-11-03;Portaria nº 3574, de 3 de novembro de 2010;;;;
48501;Utiariti;Campo Novo do Parecis, Sapezal;MT;412304,1958;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;1985-02-22;Matr. 17.607,  Lv. 2-RG,  Fl. 01/02
48601;Vale do Guaporé;Comodoro, Nova Lacerda;MT;242593;Regularizada;Tradicionalmente ocupada;;;;;;;1985-04-29;Decreto nº 91210, de 29 de abril de 1985;1988-06-07;Matr. 2.568,  Lv. 2,  Fl. 1-4
48701;Vale do Javari;Atalaia do Norte, Benjamin Constant, Jutai, São Paulo de Olivença         ;AM;8544482,2728;Regularizada;Tradicionalmente ocupada;1985-03-28;Portaria nº 1848/E, de 28 de março de 1985;1998-05-29;DOU  ;1998-12-11;PD  818;2001-04-30;Decreto de 30 de abril de 2001;2002-05-29;Matr. 362 Lv.2-A FL.385/387
48801;Vanuire;Arco-Iris, Tupã                                    ;SP;708,9304;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto de 29 de outubro de 1991;2000-10-05;Matr. 37.200  Lv. 2-RG  Fl. 01
48901;Vargem Alegre;Serra do Ramalho                        ;BA;981,0815;Regularizada;Reserva Indígena;;;;;;;;;;
49001;Varzinha;Caraá, Maquiné                                 ;RS;776,2761;Regularizada;Tradicionalmente ocupada;1999-01-13;Portaria nº 11, de 13 de janeiro de 1999;;;2001-04-23;PD 360 DE 23.04.01;2003-02-10;Decreto de 10 de fevereiro de2003;2003-07-03;Matr. 17.454, Lv.2-RG, Fl.01/01v
49101;Ventarra;Erebango                                ;RS;772,9532;Regularizada;Tradicionalmente ocupada;1993-08-16;Portaria nº 0742, de 16 de agosto de 1993;;;1996-05-17;PD 314 de 17.05.96;1998-04-14;Decreto de 14 de abril de 1998;2011-06-27;Matr. 20.008, Lv. 2-RG, Fl. 01 e 02
56901;Vila Real;Barra do Corda                          ;MA;0;Em Estudo;Tradicionalmente ocupada;2003-06-30;Portaria nº 633, de 30 de junho de 2003;;;;;;;;
54101;Vista Alegre;Careiro do Castanho, Manaquiri;AM;13206;Delimitada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;2012-07-30;Despacho nº 424, de 30 de julho de 2012;;;;;;
73728;Vitoi Kuê;Japorã e Mundo Novo;MS;0;Em Estudo;Tradicionalmente ocupada;;;;;;;;;;
49201;Votouro;Benjamin Constant do Sul, Faxinalzinho;RS;3341,0977;Regularizada;Tradicionalmente ocupada;2003-08-11;Portaria nº 773, de 11 de agosto de 2003;;;;;2000-08-30;Decreto de 30 de agosto de 2000;2000-11-07;Matr. 1.340  Lv. 2-RG  Fl. 1
54001;Votouro/Kandoia;Benjamin Constant do Sul, Faxinalzinho;RS;5977;Delimitada;Tradicionalmente ocupada;2008-07-16;Portaria n° 815, de 16 de julho de 2008;2009-12-07;Despacho nº 62, de 7 de dezembro de 2009;;;;;;
49301;Vui-Uata-In;Amaturá                                 ;AM;121198,5999;Regularizada;Tradicionalmente ocupada;2012-11-20;Portaria Migração;;;1992-05-28;Portaria Declaratória nº 266 de 28/05/92;1995-07-03;Decreto de 03 de julho de 1995;1996-05-02;Matr. 534  Lv. 2C-1  Fl. 54
49401;Waiãpi;Pedra Branca do Amaparí, Laranjal do Jari, Mazagão;AP;607017,2404;Regularizada;Tradicionalmente ocupada;;;;;1991-10-23;PD 544 de 23/10/91;1996-05-23;Decreto de 23 de maio de 1996;1997-03-31;Matr. 001,  Lv. 2-RG,  Fl. 001
49501;Waimiri-Atroari;Rorainópolis, Novo Airão, Presidente Figueiredo, São João da Baliza, Urucará;AM/RR;2585911,5689;Regularizada;Tradicionalmente ocupada;;;;;;;1989-06-16;Decreto nº 97.837, de 16 de junho de 1989;1989-03-17;Matr. 755  Lv. 2-B  Fl. 368
73724;Waimiri-Atroari;Rorainópolis, Novo Airão, Presidente Figueiredo;AM/RR;0;Em Estudo;Tradicionalmente ocupada;2014-03-17;Portaria nº 649, de 17 de março de 2014;;;;;;;;
49601;WaiWái;Caroebe, Caracarai, São João da Baliza                                ;RR;405698,0085;Regularizada;Tradicionalmente ocupada;;;1999-04-23;Despacho nº 16, de 23 de Abril de 1999;2001-04-20;Portaria nº 361, de 20 de abril de 2001;2003-06-23;Decreto de 23 de junho de 2003;2003-09-05;Matr. 2.777, Lv. 2-J/RG, Fl. 169
49701;Wassu-Cocal;Colônia Leopoldina, Joaquim Gomes, Matriz de Camaragibe, Novo Lino;AL;11842;Delimitada;Tradicionalmente ocupada;1984-06-05;Portaria nº 1647, 05 de junho de 1984;2012-07-11;Despacho nº 652, de 11 de julho de 2012;;;1991-12-24;Decreto n° 392, de 24 de dezembro de 1991;2007-08-21;Matr. 567, Lv. 2-F, Fls. 112
49801;Wawi;Querência                               ;MT;150329,1865;Regularizada;Tradicionalmente ocupada;;;;;1997-10-01;PD 1029 de 01.10.97;1998-09-08;Decreto de 8 de setembro de 1998;1998-12-09;Matr. 6.447  Lv. 2-RG  Ficha 1-3
49802;Wawi;Querência                               ;MT;0;Em Estudo;Tradicionalmente ocupada;2007-08-23;Portaria n° 824, de 23 de agosto de 2007;;;;;;;;
73601;Wedezé;Cocalinho                               ;MT;145881;Delimitada;Tradicionalmente ocupada;;;2011-12-23;Despacho nº 676, de 23 de dezembro de 2011;;;;;;
49901;Xacriabá;São João das Missões, Itacarambi                    ;MG;46415,9242;Regularizada;Tradicionalmente ocupada;;;;;;;1987-07-14;Decreto nº 94608, de 14 de julho de 1987;1988-02-18;Matr. 10.043  Lv. 2-BD  Fl. 060
49902;Xacriabá ;Conego Marinho, São João das Missões, Itacarambi                    ;MG;43357;Delimitada;Tradicionalmente ocupada;2011-10-31;Portaria nº 1498, de 31 de outubro de 2011;2014-09-19;Despacho nº 81, de 19 de setembro de 2014;;;;;;
50001;Xakriabá Rancharia;Itacarambi, São João das Missões                         ;MG;6798,3817;Regularizada;Tradicionalmente ocupada;1996-11-11;Portaria nº 1012, de 11 de novembro de 1996;;;2000-04-13;Portaria nº 291 de 13 de abril de 2000;2003-05-05;Decreto de 05 de maio de 2003;2004-05-18;Matr. 10.939 Lv.2-RG, Fl. -
50101;Xambioá;Santa Fé do Araguaia                    ;TO;3326,3502;Regularizada;Tradicionalmente ocupada;;;;;;;1997-11-03;Decreto de 3 de novembro de 1997;1998-03-10;Matr. 221  Lv. 2-RGI
50201;Xapecó;Abelardo Luz, Ipauçu, Entre Rios;SC;15623,9581;Regularizada;Tradicionalmente ocupada;;;;;;;1991-10-29;Decreto nº297, de 29 de outubro de 1991;1965-10-16;Matr. 7.458  Lv. 3-D  Fl. 213
64901;Xapecó (Pinhalzinho-Canhadão);Abelardo Luz, Ipauçu;SC;660;Declarada;Tradicionalmente ocupada;2002-03-05;Portaria nº 175, de 05 de março de 2002;2003-09-05;Despacho nº 81, de 05 de setembro de 2003;2007-04-19;Portaria n° 792, de 19 de abril de 2007;;;;
50301;Xerente;Tocantínia                              ;TO;167542,1058;Regularizada;Tradicionalmente ocupada;;;;;;;1989-06-16;Decreto nº 97.838, de 16 de junho de 1989;1985-09-26;Matr. 601  Lv. 2-B  Fl. 154
